,Participant,Condition,TrialId,Score,ExpectedScore,NumClicks,Actions,Selection,Seed,ClickAgreement
1408,201,0,test_8,4.494134674806647,3.716932529068927,4,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5]]",0,13,0.2
1409,201,0,test_9,4.155230780082482,3.8685278380634487,2,"[[3, 2, 5], [3, 4, 5]]",3,12,0.3333333333333333
1410,203,1,test_0,3.428680815225803,3.450717014773849,5,"[[0, 5, 5], [1, 5, 1], [2, 5, 5], [3, 5, 1], [4, 5, 5]]",1,21,0.16666666666666666
1411,203,1,test_1,3.9166335377372854,3.4857484332682698,5,"[[0, 5, 5], [1, 5, 1], [2, 5, 5], [3, 5, 1], [4, 5, 5]]",3,20,0.16666666666666666
1412,203,1,test_2,4.974507940308268,3.7162186946718703,5,"[[0, 5, 1], [1, 3, 1], [2, 4, 5], [3, 4, 1], [4, 4, 5]]",3,19,0.16666666666666666
1413,203,1,test_3,3.8789414355141183,3.7162186946718703,5,"[[0, 4, 5], [1, 4, 1], [2, 4, 5], [3, 2, 1], [4, 4, 5]]",1,18,0.5
1414,203,1,test_4,4.528718959444991,3.714932529068927,5,"[[0, 4, 5], [1, 2, 1], [2, 2, 5], [3, 4, 5], [4, 4, 1]]",0,17,0.3333333333333333
1415,203,1,test_5,2.148727333576416,2.7436257518621465,5,"[[0, 4, 5], [1, 5, 5], [2, 5, 5], [3, 5, 1], [4, 5, 5]]",0,16,0.3333333333333333
1416,203,1,test_6,3.4135681227738472,3.4852019425588083,5,"[[0, 5, 5], [1, 5, 1], [2, 5, 5], [3, 5, 5], [4, 5, 1]]",2,15,0.16666666666666666
1417,203,1,test_7,4.102659872274207,3.415685596279428,5,"[[0, 5, 5], [1, 5, 5], [2, 5, 1], [3, 5, 1], [4, 1, 5]]",2,14,0.16666666666666666
1418,203,1,test_8,4.037376016920881,3.4857484332682698,5,"[[0, 5, 1], [1, 5, 5], [2, 5, 1], [3, 5, 1], [4, 5, 5]]",2,13,0.16666666666666666
1419,203,1,test_9,3.1504022861305128,3.419685596279428,3,"[[0, 5, 5], [1, 5, 1], [2, 5, 5]]",1,12,0.0
1420,204,1,test_0,3.673830218003717,3.6583401357980017,5,"[[0, 4, 5], [1, 4, 1], [2, 4, 1], [2, 4, 5], [3, 4, 1]]",2,21,1.0
1421,204,1,test_1,3.4102692891541935,3.2286360576640654,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 1], [2, 4, 5], [4, 4, 1]]",4,20,0.8333333333333334
1422,204,1,test_2,3.5999281007395374,3.49644413208918,5,"[[0, 4, 1], [0, 4, 5], [1, 4, 1], [4, 4, 1], [4, 4, 5]]",4,19,0.8333333333333334
1423,204,1,test_3,3.945203480779368,3.6256752921997117,3,"[[0, 4, 5], [0, 4, 1], [0, 4, 4]]",0,18,0.25
1424,204,1,test_4,5.009721622330666,3.819585999123455,4,"[[0, 4, 5], [0, 4, 1], [1, 4, 1], [1, 4, 5]]",1,17,0.8
1425,204,1,test_5,3.8726087606527946,3.49644413208918,5,"[[0, 4, 5], [2, 4, 1], [3, 4, 1], [3, 4, 5], [4, 4, 5]]",3,16,0.8333333333333334
1426,204,1,test_6,3.008548735688526,3.49644413208918,5,"[[0, 4, 5], [1, 4, 5], [1, 4, 1], [2, 4, 1], [3, 4, 1]]",1,15,1.0
1427,204,1,test_7,4.102659872274207,3.3296776609900514,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [2, 4, 1], [2, 2, 1]]",2,14,0.6666666666666666
1428,204,1,test_8,4.492134674806647,3.5893039376642646,5,"[[0, 4, 5], [0, 4, 1], [0, 2, 1], [0, 4, 4], [1, 4, 5]]",0,13,0.6666666666666666
1429,204,1,test_9,4.330025265817762,3.6405275120281653,5,"[[0, 4, 1], [0, 4, 5], [1, 4, 5], [2, 4, 5], [2, 4, 0]]",2,12,0.8333333333333334
1430,205,0,test_0,3.673830218003717,3.7162186946718703,5,"[[4, 4, 1], [3, 4, 1], [2, 4, 1], [1, 4, 1], [0, 4, 1]]",2,21,0.6666666666666666
1431,205,0,test_1,3.9166335377372854,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [4, 4, 1]]",3,20,0.8333333333333334
1432,205,0,test_2,4.974507940308268,3.7754280193693917,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [3, 5, 5]]",3,19,0.3333333333333333
1433,205,0,test_3,3.8789414355141183,3.7754280193693917,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [1, 5, 5]]",1,18,0.5
1434,205,0,test_4,4.13477113526486,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [4, 4, 1]]",2,17,0.5
1435,205,0,test_5,3.518098472857013,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [4, 4, 1]]",4,16,1.0
1436,205,0,test_6,4.276378583114634,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [4, 4, 1]]",4,15,0.3333333333333333
1437,205,0,test_7,4.102659872274207,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [4, 4, 1]]",2,14,0.6666666666666666
1438,205,0,test_8,4.492134674806647,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [4, 4, 1]]",0,13,0.3333333333333333
1439,205,0,test_9,4.330025265817762,3.705769990313484,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [0, 5, 5], [2, 5, 5]]",2,12,0.3333333333333333
1440,206,0,test_0,3.4386808152258026,3.401163603333333,0,[],1,21,0.0
1441,206,0,test_1,3.7276159406472456,3.401163603333333,0,[],1,20,0.0
1442,206,0,test_2,4.9845079403082675,3.401163603333333,0,[],3,19,0.0
1443,206,0,test_3,3.951203480779368,3.401163603333333,0,[],0,18,0.0
1444,206,0,test_4,2.5430420156466984,3.401163603333333,0,[],4,17,0.0
1445,206,0,test_5,3.086003612951342,3.401163603333333,0,[],2,16,0.0
1446,206,0,test_6,3.2235366990649883,3.401163603333333,0,[],3,15,0.0
1447,206,0,test_7,3.8426020671271592,3.401163603333333,0,[],3,14,0.0
1448,206,0,test_8,3.826314610042821,3.401163603333333,0,[],3,13,0.0
1449,206,0,test_9,0.7845980005820934,3.401163603333333,0,[],4,12,0.0
1450,209,0,test_0,2.3591299757336683,3.5387589123278556,5,"[[0, 0, 1], [1, 4, 4], [2, 1, 1], [3, 2, 5], [4, 5, 1]]",3,21,0.16666666666666666
1451,209,0,test_1,3.9166335377372854,3.7162186946718703,5,"[[0, 4, 1], [1, 2, 1], [2, 2, 5], [3, 4, 1], [4, 4, 5]]",3,20,0.3333333333333333
1452,209,0,test_2,4.974507940308268,3.812598812750634,5,"[[0, 2, 1], [1, 2, 5], [2, 4, 1], [3, 4, 1], [3, 4, 4]]",3,19,0.16666666666666666
1453,209,0,test_3,3.6590108574319666,3.476332489774834,5,"[[0, 2, 5], [1, 2, 1], [2, 3, 1], [3, 4, 5], [4, 5, 1]]",2,18,0.16666666666666666
1454,209,0,test_4,5.007721622330666,3.714932529068927,5,"[[0, 2, 1], [0, 0, 2], [1, 4, 5], [2, 5, 1], [3, 1, 5]]",1,17,0.3333333333333333
1455,209,0,test_5,2.1587273335764157,3.401163603333333,0,[],0,16,0.0
1456,209,0,test_6,3.008548735688526,3.714932529068927,5,"[[0, 2, 5], [1, 4, 5], [2, 1, 3], [3, 5, 4], [4, 1, 1]]",1,15,0.16666666666666666
1457,209,0,test_7,4.102659872274207,3.415543913502901,5,"[[0, 3, 5], [1, 5, 0], [2, 5, 5], [3, 5, 2], [4, 5, 4]]",2,14,0.16666666666666666
1458,209,0,test_8,4.037376016920881,3.479515842866058,5,"[[0, 5, 1], [1, 5, 5], [2, 5, 2], [3, 5, 3], [4, 5, 4]]",2,13,0.16666666666666666
1459,209,0,test_9,4.330025265817762,3.4035921774153772,5,"[[0, 0, 1], [1, 0, 2], [2, 0, 0], [3, 0, 5], [4, 5, 5]]",2,12,0.16666666666666666
1460,210,1,test_0,3.675830218003717,3.71821869467187,4,"[[0, 4, 5], [1, 4, 1], [2, 4, 1], [3, 4, 1]]",2,21,0.6
1461,210,1,test_1,3.7236159406472455,3.4784273761679674,2,"[[0, 4, 5], [1, 4, 1]]",1,20,0.6666666666666666
1462,210,1,test_2,4.181104318830438,3.7202186946718703,3,"[[0, 4, 5], [1, 4, 5], [2, 4, 1]]",2,19,0.75
1463,210,1,test_3,3.8829414355141183,3.8215859991234553,3,"[[0, 4, 5], [1, 4, 1], [1, 4, 5]]",1,18,1.0
1464,210,1,test_4,5.009721622330666,3.8195859991234555,4,"[[0, 4, 5], [1, 4, 5], [1, 4, 1], [0, 4, 1]]",1,17,0.2
1465,210,1,test_5,3.8746087606527944,3.716932529068927,4,"[[0, 4, 5], [1, 4, 1], [2, 4, 1], [3, 4, 5]]",3,16,0.8
1466,210,1,test_6,4.276378583114634,3.714932529068927,5,"[[0, 4, 5], [1, 4, 1], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",4,15,1.0
1467,210,1,test_7,4.106659872274206,3.7202186946718703,3,"[[0, 4, 5], [1, 4, 1], [2, 4, 1]]",2,14,0.75
1468,210,1,test_8,4.496134674806647,3.718932529068927,3,"[[0, 4, 5], [1, 4, 1], [2, 4, 1]]",0,13,0.25
1469,210,1,test_9,4.330025265817762,3.7162186946718703,5,"[[0, 4, 5], [1, 4, 1], [2, 4, 1], [3, 4, 5], [4, 4, 1]]",2,12,0.6666666666666666
1470,211,1,test_0,3.673830218003717,3.428544506267104,5,"[[0, 5, 1], [1, 4, 1], [3, 3, 0], [2, 3, 2], [4, 2, 3]]",2,21,0.3333333333333333
1471,211,1,test_1,3.4102692891541935,3.476332489774834,5,"[[0, 2, 2], [1, 2, 2], [3, 1, 0], [2, 3, 2], [4, 3, 1]]",4,20,0.16666666666666666
1472,211,1,test_2,2.2916700851155087,3.41953773624607,2,"[[0, 1, 4], [1, 1, 3]]",1,19,0.0
1473,211,1,test_3,3.941203480779368,3.3304215780466713,5,"[[0, 2, 4], [1, 2, 4], [2, 2, 4], [4, 2, 3], [4, 3, 3]]",0,18,0.16666666666666666
1474,211,1,test_4,4.536718959444991,3.539944123290799,1,"[[0, 2, 2]]",0,17,0.0
1475,211,1,test_5,2.7098919873904954,3.539944123290799,1,"[[1, 2, 2]]",1,16,0.0
1476,211,1,test_6,3.4175681227738473,3.4740337194623883,3,"[[1, 5, 0], [3, 3, 0], [2, 3, 3]]",2,15,0.0
1477,211,1,test_7,3.707446499517997,3.472033719462388,4,"[[0, 2, 4], [1, 3, 2], [2, 3, 4], [4, 3, 3]]",4,14,0.0
1478,211,1,test_8,4.04137601692088,3.4762675094057367,3,"[[0, 3, 3], [1, 4, 1], [2, 3, 4]]",2,13,0.25
1479,211,1,test_9,3.556753737457473,3.2984734249648726,5,"[[0, 3, 4], [1, 2, 2], [3, 2, 2], [2, 3, 2], [4, 2, 3]]",0,12,0.16666666666666666
1480,212,0,test_0,3.673830218003717,3.6583401357980017,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 1], [3, 4, 1], [2, 4, 5]]",2,21,0.8333333333333334
1481,212,0,test_1,3.9166335377372854,3.6618689649734337,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [3, 4, 3]]",3,20,0.8333333333333334
1482,212,0,test_2,4.974507940308268,3.812012870860891,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [3, 4, 4]]",3,19,0.6666666666666666
1483,212,0,test_3,3.6590108574319666,3.812012870860891,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [2, 4, 4], [1, 4, 4]]",2,18,0.5
1484,212,0,test_4,5.007721622330666,3.8596940427095965,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [1, 4, 4], [1, 4, 3]]",1,17,0.3333333333333333
1485,212,0,test_5,3.076003612951342,3.4721058347672322,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [3, 4, 3]]",2,16,0.8333333333333334
1486,212,0,test_6,3.008548735688526,3.49644413208918,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 1], [1, 4, 1], [2, 4, 5]]",1,15,0.6666666666666666
1487,212,0,test_7,3.7054464995179974,3.2861931433552796,5,"[[0, 4, 5], [1, 4, 5], [4, 4, 5], [4, 4, 1], [4, 4, 2]]",4,14,0.8333333333333334
1488,212,0,test_8,4.492134674806647,3.8389251396361055,5,"[[0, 4, 5], [0, 4, 4], [0, 4, 3], [0, 4, 2], [0, 4, 1]]",0,13,0.3333333333333333
1489,212,0,test_9,4.1492307800824815,3.3015253088257244,5,"[[0, 4, 5], [4, 4, 5], [3, 4, 5], [3, 4, 4], [3, 4, 3]]",3,12,0.6666666666666666
1490,213,1,test_0,3.870370498244402,3.614158768503513,5,"[[0, 4, 1], [1, 4, 5], [2, 4, 5], [3, 4, 5], [0, 2, 4]]",0,21,0.6666666666666666
1491,213,1,test_1,2.5277916945787298,3.6381056445922004,3,"[[0, 4, 1], [0, 0, 5], [0, 2, 1]]",0,20,0.25
1492,213,1,test_2,4.177104318830438,3.7104592375102783,5,"[[0, 0, 5], [0, 2, 1], [1, 4, 5], [2, 4, 1], [2, 0, 5]]",2,19,0.5
1493,213,1,test_3,3.6590108574319666,3.6568202534167407,5,"[[0, 4, 5], [0, 2, 1], [2, 4, 1], [2, 0, 1], [2, 2, 5]]",2,18,0.5
1494,213,1,test_4,5.007721622330666,3.7104592375102783,5,"[[3, 4, 1], [3, 0, 5], [0, 0, 5], [1, 4, 1], [1, 0, 5]]",1,17,0.5
1495,213,1,test_5,3.076003612951342,3.4030656655843674,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [2, 0, 1], [2, 2, 5]]",2,16,0.6666666666666666
1496,213,1,test_6,3.0105487356885257,3.753527224777959,4,"[[0, 4, 5], [1, 4, 5], [1, 2, 1], [1, 0, 5]]",1,15,0.4
1497,213,1,test_7,4.102659872274207,3.691261046971639,5,"[[4, 0, 5], [2, 4, 1], [2, 0, 5], [3, 4, 1], [3, 0, 5]]",2,14,0.3333333333333333
1498,213,1,test_8,4.492134674806647,3.6946759030652356,5,"[[0, 4, 5], [0, 0, 1], [0, 1, 1], [1, 0, 5], [1, 4, 1]]",0,13,0.3333333333333333
1499,213,1,test_9,4.330025265817762,3.7297171137706995,5,"[[1, 0, 5], [1, 2, 1], [0, 0, 5], [2, 4, 1], [2, 0, 1]]",2,12,0.3333333333333333
1500,214,2,test_0,3.673830218003717,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 5], [2, 4, 1], [3, 4, 5], [4, 4, 1]]",2,21,0.6666666666666666
1501,214,2,test_1,3.9166335377372854,3.714932529068927,5,"[[0, 4, 1], [1, 2, 5], [2, 0, 1], [3, 4, 5], [4, 4, 1]]",3,20,0.3333333333333333
1502,214,2,test_2,4.177104318830438,3.714932529068927,5,"[[0, 4, 5], [2, 4, 5], [1, 3, 1], [3, 0, 4], [4, 4, 1]]",2,19,0.5
1503,214,2,test_3,3.6590108574319666,3.714932529068927,5,"[[0, 1, 5], [0, 4, 5], [1, 0, 1], [2, 4, 5], [3, 0, 4]]",2,18,0.5
1504,214,2,test_4,4.528718959444991,3.5387589123278556,5,"[[0, 2, 5], [1, 5, 2], [2, 2, 5], [3, 3, 5], [4, 0, 5]]",0,17,0.16666666666666666
1505,214,2,test_5,2.7018919873904954,3.531944123290799,5,"[[0, 0, 5], [1, 2, 2], [2, 4, 5], [3, 3, 1], [4, 1, 5]]",1,16,0.16666666666666666
1506,214,2,test_6,3.267755520533366,3.5387589123278556,5,"[[0, 2, 5], [1, 4, 2], [2, 2, 1], [3, 4, 5], [4, 5, 1]]",0,15,0.16666666666666666
1507,214,2,test_7,3.7054464995179974,3.3279084709071096,5,"[[0, 4, 5], [1, 4, 3], [2, 2, 4], [3, 1, 1], [4, 2, 5]]",4,14,0.3333333333333333
1508,214,2,test_8,4.492134674806647,3.415199148062659,5,"[[0, 1, 5], [1, 4, 1], [2, 2, 5], [3, 4, 4], [4, 0, 5]]",0,13,0.16666666666666666
1509,214,2,test_9,4.330025265817762,3.4722675094057367,5,"[[0, 4, 5], [1, 2, 1], [2, 3, 4], [3, 1, 5], [4, 4, 1]]",2,12,0.3333333333333333
1510,215,0,test_0,3.430194807552933,3.3758050509024216,5,"[[0, 0, 5], [1, 0, 5], [2, 0, 5], [3, 0, 5], [4, 0, 5]]",4,21,0.16666666666666666
1511,215,0,test_1,3.4102692891541935,3.391163603333333,5,"[[0, 0, 5], [1, 0, 5], [1, 1, 5], [2, 0, 5], [3, 0, 5]]",4,20,0.16666666666666666
1512,215,0,test_2,2.683272404263442,2.7436257518621465,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",0,19,0.6666666666666666
1513,215,0,test_3,2.594609340489543,2.7436257518621465,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",3,18,0.5
1514,215,0,test_4,3.473502531357328,3.3458858844469934,5,"[[0, 5, 5], [1, 5, 5], [2, 5, 5], [3, 5, 5], [0, 4, 5]]",3,17,0.16666666666666666
1515,215,0,test_5,2.148727333576416,2.7436257518621465,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",0,16,0.8333333333333334
1516,215,0,test_6,3.415568122773847,2.9884524461638415,4,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5]]",2,15,0.4
1517,215,0,test_7,3.2103132884371424,2.7436257518621465,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",1,14,0.8333333333333334
1518,215,0,test_8,3.1190215407518243,3.229279140465537,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 4]]",1,13,0.3333333333333333
1519,215,0,test_9,3.1464022861305128,2.9864524461638418,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",1,12,0.8333333333333334
1520,216,1,test_0,3.430194807552933,3.714932529068927,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 5], [3, 4, 1], [4, 4, 5]]",4,21,0.6666666666666666
1521,216,1,test_1,3.9166335377372854,3.714932529068927,5,"[[0, 4, 1], [1, 4, 5], [2, 4, 1], [3, 4, 5], [4, 4, 1]]",3,20,0.8333333333333334
1522,216,1,test_2,4.974507940308268,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 1]]",3,19,0.6666666666666666
1523,216,1,test_3,3.6590108574319666,3.7162186946718703,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 1], [3, 4, 5], [4, 4, 1]]",2,18,0.5
1524,216,1,test_4,5.007721622330666,3.7162186946718703,5,"[[0, 4, 5], [1, 4, 1], [2, 4, 1], [3, 4, 5], [4, 4, 1]]",1,17,0.3333333333333333
1525,216,1,test_5,3.518098472857013,3.7162186946718703,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 1], [3, 4, 5], [4, 4, 1]]",4,16,0.8333333333333334
1526,216,1,test_6,3.267755520533366,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 5], [2, 4, 1], [3, 4, 5], [4, 4, 1]]",0,15,0.3333333333333333
1527,216,1,test_7,4.102659872274207,3.7162186946718703,5,"[[0, 4, 5], [1, 4, 1], [2, 4, 1], [3, 4, 5], [4, 4, 1]]",2,14,0.6666666666666666
1528,216,1,test_8,3.677505201495061,3.7162186946718703,5,"[[0, 4, 5], [1, 4, 1], [2, 4, 1], [3, 4, 5], [4, 4, 1]]",4,13,0.3333333333333333
1529,216,1,test_9,4.1492307800824815,3.714932529068927,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 5], [4, 4, 1]]",3,12,0.3333333333333333
1530,217,2,test_0,3.430194807552933,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",4,21,1.0
1531,217,2,test_1,3.9166335377372854,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",3,20,0.8333333333333334
1532,217,2,test_2,4.177104318830438,3.6929809799081297,5,"[[0, 4, 5], [1, 4, 0], [2, 4, 0], [3, 4, 0], [4, 4, 0]]",2,19,0.3333333333333333
1533,217,2,test_3,3.8789414355141183,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [4, 4, 1]]",1,18,0.5
1534,217,2,test_4,5.007721622330666,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [4, 4, 1]]",1,17,0.5
1535,217,2,test_5,3.8726087606527946,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",3,16,0.8333333333333334
1536,217,2,test_6,3.008548735688526,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",1,15,0.5
1537,217,2,test_7,3.8326020671271595,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",3,14,0.8333333333333334
1538,217,2,test_8,4.492134674806647,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [4, 4, 1]]",0,13,0.3333333333333333
1539,217,2,test_9,4.330025265817762,3.7162186946718703,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [3, 4, 1], [4, 4, 1]]",2,12,0.3333333333333333
1540,219,0,test_0,3.675830218003717,3.5536547881565728,4,"[[1, 2, 2], [1, 3, 5], [2, 2, 5], [2, 0, 4]]",2,21,0.0
1541,219,0,test_1,2.5337916945787295,3.401163603333333,0,[],0,20,0.0
1542,219,0,test_2,2.2956700851155087,3.401163603333333,0,[],1,19,0.0
1543,219,0,test_3,3.6690108574319664,3.401163603333333,0,[],2,18,0.0
1544,219,0,test_4,5.011721622330666,3.40772670128599,3,"[[2, 4, 4], [2, 1, 2], [1, 0, 3]]",1,17,0.0
1545,219,0,test_5,3.086003612951342,3.401163603333333,0,[],2,16,0.0
1546,219,0,test_6,3.0105487356885257,3.3262901953989603,4,"[[0, 3, 5], [1, 1, 3], [1, 1, 5], [2, 1, 4]]",1,15,0.0
1547,219,0,test_7,4.1126598722742065,3.401163603333333,0,[],2,14,0.0
1548,219,0,test_8,4.047376016920881,3.401163603333333,0,[],2,13,0.0
1549,219,0,test_9,3.5667537374574727,3.401163603333333,0,[],0,12,0.0
1550,220,0,test_0,3.673830218003717,3.80958660114376,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 1], [1, 4, 1], [2, 4, 3]]",2,21,0.6666666666666666
1551,220,0,test_1,3.9206335377372854,3.8215859991234553,3,"[[4, 4, 1], [3, 4, 1], [3, 4, 5]]",3,20,1.0
1552,220,0,test_2,4.9765079403082675,3.8195859991234555,4,"[[4, 4, 5], [4, 4, 1], [3, 4, 5], [3, 4, 1]]",3,19,0.8
1553,220,0,test_3,3.6650108574319664,3.823585999123455,2,"[[2, 4, 1], [2, 4, 5]]",2,18,1.0
1554,220,0,test_4,2.5350420156466984,3.4997692022808637,4,"[[3, 4, 1], [3, 4, 5], [4, 4, 1], [4, 4, 5]]",4,17,0.4
1555,220,0,test_5,3.8726087606527946,3.391163603333333,5,"[[0, 4, 1], [0, 4, 5], [1, 4, 1], [2, 4, 1], [1, 4, 5]]",3,16,0.6666666666666666
1556,220,0,test_6,3.271755520533366,3.5145306995343604,3,"[[0, 4, 1], [0, 4, 5], [0, 4, 4]]",0,15,0.5
1557,220,0,test_7,4.106659872274206,3.503094272472548,3,"[[1, 4, 1], [2, 4, 1], [2, 4, 5]]",2,14,0.75
1558,220,0,test_8,3.8203146100428214,3.661015065606318,3,"[[2, 4, 1], [3, 4, 1], [3, 4, 5]]",3,13,0.5
1559,220,0,test_9,4.153230780082481,3.661015065606318,3,"[[4, 4, 1], [3, 4, 1], [3, 4, 5]]",3,12,0.5
1560,222,0,test_0,3.430194807552933,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",4,21,1.0
1561,222,0,test_1,3.4102692891541935,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",4,20,0.8333333333333334
1562,222,0,test_2,4.974507940308268,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",3,19,0.6666666666666666
1563,222,0,test_3,3.7710332588389193,3.714932529068927,5,"[[0, 4, 5], [1, 4, 4], [2, 4, 5], [3, 4, 3], [4, 4, 5]]",4,18,0.3333333333333333
1564,222,0,test_4,4.528718959444991,3.714932529068927,5,"[[0, 4, 5], [1, 4, 4], [2, 4, 3], [3, 4, 2], [4, 4, 1]]",0,17,0.3333333333333333
1565,222,0,test_5,3.8726087606527946,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 4]]",3,16,0.8333333333333334
1566,222,0,test_6,3.008548735688526,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",1,15,0.5
1567,222,0,test_7,3.8326020671271595,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [3, 4, 5], [4, 4, 5]]",3,14,0.8333333333333334
1568,222,0,test_8,4.492134674806647,3.714932529068927,5,"[[0, 4, 5], [1, 4, 4], [2, 4, 3], [3, 4, 2], [4, 4, 5]]",0,13,0.3333333333333333
1569,222,0,test_9,4.1492307800824815,3.714932529068927,5,"[[0, 4, 5], [1, 4, 5], [2, 4, 5], [4, 4, 4], [3, 4, 5]]",3,12,0.8333333333333334
1570,223,1,test_0,3.673830218003717,3.658340135798002,5,"[[0, 4, 1], [0, 4, 5], [1, 4, 1], [2, 4, 5], [2, 4, 1]]",2,21,0.6666666666666666
1571,223,1,test_1,2.5237916945787298,3.1792774756299567,5,"[[0, 4, 1], [1, 4, 1], [2, 4, 1], [0, 4, 5], [1, 4, 5]]",0,20,0.6666666666666666
1572,223,1,test_2,4.179104318830438,3.819585999123455,4,"[[0, 4, 5], [1, 4, 1], [2, 4, 1], [2, 4, 5]]",2,19,1.0
1573,223,1,test_3,3.6590108574319666,3.5100175539150102,5,"[[0, 4, 5], [1, 4, 5], [1, 4, 2], [2, 4, 2], [2, 4, 5]]",2,18,0.6666666666666666
1574,223,1,test_4,4.534718959444991,3.663015065606318,2,"[[0, 4, 5], [0, 4, 1]]",0,17,0.6666666666666666
1575,223,1,test_5,3.8746087606527944,3.716932529068927,4,"[[0, 4, 5], [1, 4, 1], [2, 4, 1], [3, 4, 5]]",3,16,0.8
1576,223,1,test_6,4.276378583114634,3.391163603333333,5,"[[0, 4, 5], [1, 4, 1], [2, 4, 1], [3, 4, 5], [3, 4, 1]]",4,15,0.8333333333333334
1577,223,1,test_7,3.8326020671271595,3.714932529068927,5,"[[0, 4, 1], [1, 4, 5], [2, 4, 1], [2, 4, 5], [3, 4, 5]]",3,14,1.0
1578,223,1,test_8,4.498134674806647,3.823585999123455,2,"[[0, 4, 1], [0, 4, 5]]",0,13,1.0
